-2.0,0.0,3.14
-2.0,-5.0,4.71
4.5,-5.0,1.57
4.5,-2.0,1.57
0.0,0.0,2.35
-2.0,0.0,3.14
-2.0,-5.0,4.71
4.5,-5.0,1.57
4.5,-2.0,1.57
0.0,0.0,2.35
